base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
92.62	59.98	62.92	1.63	[92.88, 91.39, 91.2, 91.39, 92.3, 91.91, 91.78, 92.04, 92.43, 92.62]	[nan, 71.83, 75.07, 72.76, 73.48, 70.36, 68.78, 66.29, 62.88, 59.98]	[93.89, 80.86, 80.04, 77.14, 77.06, 74.04, 72.15, 69.69, 66.31, 62.92]	[0.42, 0.39, 0.36, 0.28, 0.44, 0.89, 0.83, 0.91, 1.34, 1.63]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
8.16	2.8	3.3	3.47	[93.53, 91.26, 83.88, 57.93, 55.41, 42.4, 25.57, 16.05, 7.25, 8.16]	[nan, 70.14, 69.77, 52.95, 51.01, 38.24, 18.81, 11.12, 2.68, 2.8]	[94.45, 79.9, 74.07, 54.15, 51.92, 39.22, 20.27, 12.33, 3.08, 3.3]	[0.32, 2.36, 12.36, 36.7, 35.84, 28.4, 24.34, 12.19, 3.3, 3.47]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
91.59	74.35	75.9	0.92	[94.05, 92.1, 90.74, 90.42, 90.42, 90.74, 90.74, 90.94, 91.13, 91.59]	[nan, 74.14, 79.16, 76.34, 78.27, 77.84, 76.44, 75.0, 73.26, 74.35]	[94.89, 82.44, 82.72, 79.71, 80.62, 80.13, 78.59, 77.12, 75.46, 75.9]	[0.9, 0.95, 1.03, 1.26, 1.27, 1.04, 0.99, 1.0, 0.87, 0.92]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
89.06	76.22	77.38	0.2	[93.92, 91.46, 90.1, 89.71, 89.51, 89.39, 89.19, 89.19, 89.13, 89.06]	[nan, 74.61, 80.19, 77.42, 79.62, 79.35, 77.83, 76.33, 75.34, 76.22]	[94.78, 82.38, 83.26, 80.35, 81.56, 81.13, 79.58, 78.13, 77.11, 77.38]	[0.7, 1.12, 0.76, 0.69, 0.54, 0.51, 0.52, 0.56, 0.16, 0.2]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
88.48	74.83	76.06	1.17	[93.53, 91.0, 89.64, 89.19, 89.06, 89.0, 88.8, 88.55, 88.55, 88.48]	[nan, 73.74, 79.16, 76.95, 78.9, 78.57, 77.23, 75.35, 74.08, 74.83]	[94.44, 81.66, 82.37, 79.85, 80.91, 80.47, 79.0, 77.21, 75.95, 76.06]	[0.08, 1.05, 1.06, 0.59, 0.73, 1.01, 1.16, 0.97, 1.14, 1.17]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
87.12	72.53	73.84	3.16	[91.07, 89.84, 88.29, 87.77, 87.58, 87.44, 87.25, 87.18, 87.12, 87.12]	[nan, 70.14, 76.17, 74.18, 76.25, 75.85, 74.25, 72.86, 71.35, 72.53]	[92.33, 79.21, 79.88, 77.45, 78.47, 77.93, 76.25, 74.79, 73.39, 73.84]	[1.77, 3.38, 3.03, 3.37, 3.18, 3.73, 3.24, 3.02, 3.26, 3.16]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
6.86	0.0	0.61	0.17	[92.62, 65.05, 31.52, 5.63, 12.95, 5.83, 5.7, 1.81, 5.63, 6.86]	[nan, 15.07, 0.91, 0.63, 0.0, 0.0, 0.0, 0.49, 0.0, 0.0]	[93.67, 38.33, 10.17, 1.74, 2.3, 0.86, 0.72, 0.63, 0.55, 0.61]	[0.95, 9.62, 7.05, 0.12, 1.74, 0.0, 0.03, 0.02, 0.02, 0.17]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
92.24	40.63	45.27	3.58	[92.43, 91.59, 91.0, 91.45, 91.84, 91.71, 91.97, 92.11, 92.3, 92.24]	[nan, 75.54, 73.7, 69.47, 68.16, 65.88, 61.99, 56.01, 48.81, 40.63]	[93.5, 82.96, 79.04, 74.69, 72.69, 70.29, 66.34, 60.68, 53.94, 45.27]	[1.25, 0.5, 0.91, 0.6, 1.22, 1.17, 1.41, 2.2, 2.9, 3.58]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
93.4	49.24	53.21	2.7	[93.53, 92.69, 92.23, 92.43, 92.95, 92.75, 92.82, 93.07, 93.27, 93.4]	[nan, 70.38, 73.67, 70.51, 70.88, 68.49, 65.44, 61.13, 56.33, 49.24]	[94.44, 80.7, 79.39, 75.7, 75.08, 72.62, 69.42, 65.25, 60.7, 53.21]	[0.42, 2.07, 1.88, 2.04, 1.73, 1.18, 1.11, 1.02, 1.82, 2.7]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
1.36	0.4	0.49	0.01	[92.75, 90.29, 88.74, 87.44, 84.01, 75.47, 21.43, 7.18, 0.0, 1.36]	[nan, 73.56, 79.02, 76.8, 77.25, 67.91, 19.59, 3.33, 0.87, 0.4]	[93.78, 81.27, 81.98, 79.34, 78.63, 69.49, 20.6, 3.99, 0.78, 0.49]	[1.43, 0.72, 0.57, 0.78, 1.79, 3.03, 17.53, 4.74, 0.29, 0.01]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
91.13	74.98	76.44	1.36	[93.4, 91.91, 90.75, 90.36, 90.36, 90.68, 90.68, 90.49, 90.81, 91.13]	[nan, 73.86, 79.13, 76.97, 78.93, 78.15, 76.69, 75.28, 74.15, 74.98]	[94.34, 82.2, 82.69, 80.18, 81.14, 80.36, 78.77, 77.27, 76.13, 76.44]	[0.47, 0.63, 0.52, 0.71, 0.82, 1.05, 0.97, 1.06, 1.81, 1.36]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
91.59	9.55	16.91	1.23	[92.17, 91.78, 91.65, 91.52, 91.59, 91.65, 91.46, 91.46, 91.78, 91.59]	[nan, 45.74, 37.38, 22.98, 20.28, 14.53, 8.93, 6.58, 2.89, 9.55]	[93.28, 67.18, 53.98, 38.92, 33.78, 25.81, 20.44, 15.76, 12.85, 16.91]	[1.14, 3.83, 3.82, 2.79, 1.44, 2.6, 1.29, 1.72, 1.09, 1.23]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
92.04	41.64	46.17	1.43	[92.36, 89.32, 88.28, 89.52, 91.0, 91.2, 90.61, 91.13, 91.91, 92.04]	[nan, 77.16, 75.92, 72.32, 72.0, 68.81, 64.7, 57.24, 50.71, 41.64]	[93.44, 82.7, 79.73, 76.43, 75.67, 72.64, 68.51, 61.6, 55.58, 46.17]	[0.16, 0.87, 0.94, 0.71, 0.84, 1.16, 1.16, 1.93, 1.84, 1.43]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
5.76	0.0	0.51	0.01	[93.72, 68.93, 47.64, 5.7, 5.63, 4.85, 5.31, 5.5, 5.57, 5.76]	[nan, 5.39, 0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[94.61, 35.09, 14.47, 1.27, 1.0, 0.72, 0.66, 0.6, 0.54, 0.51]	[0.44, 16.63, 10.18, 0.08, 0.07, 0.08, 0.02, 0.02, 0.01, 0.01]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
91.13	2.86	10.7	1.59	[93.01, 92.04, 89.77, 90.1, 90.61, 89.97, 90.42, 90.23, 90.16, 91.13]	[nan, 13.56, 12.01, 5.81, 7.7, 4.82, 4.0, 3.28, 2.61, 2.86]	[94.0, 50.18, 35.53, 24.77, 22.84, 17.26, 15.9, 12.75, 11.46, 10.7]	[1.18, 3.51, 2.92, 2.37, 3.6, 2.16, 1.52, 1.17, 1.3, 1.59]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
93.01	61.34	64.19	1.21	[93.21, 91.65, 90.55, 91.0, 91.52, 91.91, 92.04, 92.49, 92.88, 93.01]	[nan, 71.83, 76.69, 73.59, 74.87, 71.97, 69.45, 66.85, 64.1, 61.34]	[94.17, 80.97, 80.97, 77.72, 78.05, 75.4, 72.76, 70.14, 67.54, 64.19]	[0.49, 1.07, 0.8, 0.79, 1.1, 0.84, 0.69, 1.29, 1.26, 1.21]	cub200_cap_incft	cub200	data/CUB_200_2011	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	25	0.1	-1	1.0	False	False	True	False	20	20	200	10	checkpoint/cub200_cap_incft	[224, 224]
