base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
82.86	9.04	17.15	0.14	[82.79, 82.82, 82.77, 82.72, 82.59, 82.76, 82.63, 82.62, 82.82, 82.86]	[nan, 47.63, 46.24, 33.28, 26.46, 19.1, 19.24, 16.15, 10.64, 9.04]	[82.98, 65.59, 58.82, 46.32, 38.59, 30.49, 28.98, 25.35, 19.54, 17.15]	[0.82, 0.79, 0.59, 0.41, 0.47, 0.25, 0.05, 0.17, 0.29, 0.14]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
0.06	2.55	2.28	0.99	[82.42, 78.75, 78.58, 75.95, 45.84, 2.52, 8.92, 7.16, 1.31, 0.06]	[nan, 79.99, 80.55, 77.18, 51.26, 12.24, 16.78, 6.09, 4.93, 2.55]	[82.66, 79.31, 79.75, 76.69, 50.1, 10.46, 15.52, 6.26, 4.5, 2.28]	[0.55, 0.37, 0.38, 1.06, 16.44, 5.23, 8.49, 3.63, 2.36, 0.99]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
9.09	0.0	0.99	0.0	[83.25, 32.44, 8.94, 9.07, 9.1, 9.24, 9.23, 9.1, 9.08, 9.09]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[83.52, 16.83, 3.16, 2.42, 1.95, 1.66, 1.43, 1.23, 1.1, 0.99]	[1.3, 16.67, 0.08, 0.01, 0.0, 0.04, 0.04, 0.0, 0.0, 0.0]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
83.39	0.0	9.06	0.1	[82.58, 82.57, 82.97, 83.67, 82.68, 82.93, 83.1, 82.93, 82.9, 83.39]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[82.76, 42.84, 29.25, 22.34, 17.76, 14.91, 12.84, 11.24, 10.0, 9.06]	[1.33, 0.76, 0.42, 0.22, 0.23, 0.2, 0.15, 0.13, 0.15, 0.1]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
9.49	0.0	1.03	0.06	[83.0, 37.96, 9.11, 8.85, 8.93, 9.65, 8.57, 8.23, 9.19, 9.49]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[83.23, 19.7, 3.22, 2.36, 1.92, 1.73, 1.32, 1.12, 1.11, 1.03]	[0.47, 11.37, 0.01, 0.09, 0.05, 0.16, 0.11, 0.23, 0.01, 0.06]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
58.57	72.46	71.0	0.33	[82.65, 75.25, 73.44, 70.17, 65.95, 64.87, 63.15, 61.26, 59.53, 58.57]	[nan, 84.17, 84.82, 83.61, 80.51, 78.38, 78.38, 76.08, 73.95, 72.46]	[82.88, 79.52, 80.76, 79.99, 77.33, 75.91, 75.99, 74.11, 72.27, 71.0]	[0.46, 0.92, 0.67, 0.57, 0.4, 0.47, 0.48, 0.45, 0.29, 0.33]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
82.98	1.18	10.07	0.1	[82.73, 82.9, 83.05, 83.14, 83.03, 82.96, 82.97, 83.16, 83.13, 82.98]	[nan, 15.56, 13.53, 13.56, 4.41, 6.55, 8.26, 2.61, 3.16, 1.18]	[82.96, 50.35, 37.96, 32.07, 21.28, 20.26, 19.78, 13.69, 12.96, 10.07]	[1.4, 0.76, 0.38, 0.46, 0.41, 0.27, 0.24, 0.13, 0.11, 0.1]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
58.7	72.9	71.4	0.51	[82.68, 74.58, 72.46, 69.85, 65.82, 64.8, 63.02, 61.24, 59.53, 58.7]	[nan, 84.65, 85.06, 83.85, 80.84, 78.86, 79.04, 76.6, 74.4, 72.9]	[82.88, 79.42, 80.59, 80.09, 77.54, 76.28, 76.51, 74.56, 72.66, 71.4]	[0.35, 0.51, 0.47, 0.36, 0.43, 0.39, 0.45, 0.43, 0.59, 0.51]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
81.43	0.0	8.85	0.09	[81.71, 83.04, 82.95, 82.47, 81.3, 81.27, 80.93, 80.54, 81.32, 81.43]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[82.0, 43.09, 29.24, 22.02, 17.46, 14.61, 12.51, 10.91, 9.81, 8.85]	[0.63, 0.22, 0.21, 0.21, 0.23, 0.18, 0.24, 0.17, 0.14, 0.09]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
81.69	9.42	17.35	0.3	[81.76, 81.69, 81.88, 81.72, 81.5, 81.95, 81.53, 81.72, 81.71, 81.69]	[nan, 50.25, 46.87, 34.35, 27.17, 19.67, 19.54, 16.57, 11.21, 9.42]	[82.0, 66.25, 58.91, 46.83, 38.89, 30.8, 29.07, 25.58, 19.9, 17.35]	[0.21, 0.26, 0.49, 0.78, 0.45, 0.34, 0.38, 0.32, 0.16, 0.3]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
82.67	9.71	17.72	0.33	[82.15, 82.18, 82.49, 82.42, 82.17, 82.5, 82.36, 82.44, 82.51, 82.67]	[nan, 47.67, 45.82, 33.5, 26.91, 19.13, 20.41, 16.96, 11.21, 9.71]	[82.36, 65.28, 58.46, 46.4, 38.87, 30.46, 29.93, 26.02, 20.0, 17.72]	[0.27, 0.99, 0.5, 0.13, 0.16, 0.28, 0.29, 0.36, 0.2, 0.33]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
5.76	1.0	1.52	0.47	[82.15, 78.25, 78.67, 77.72, 63.14, 4.05, 10.95, 0.53, 0.05, 5.76]	[nan, 80.87, 80.9, 77.91, 63.7, 8.34, 22.12, 6.35, 2.7, 1.0]	[82.32, 79.44, 79.95, 77.67, 63.56, 7.54, 20.33, 5.59, 2.44, 1.52]	[0.81, 0.54, 0.56, 0.6, 8.73, 4.58, 5.31, 1.88, 0.66, 0.47]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
9.06	0.04	1.03	0.03	[81.54, 70.13, 10.76, 7.86, 5.74, 6.34, 5.99, 4.85, 6.18, 9.06]	[nan, 33.88, 0.0, 0.0, 0.89, 0.66, 0.57, 0.65, 0.52, 0.04]	[81.78, 52.41, 3.8, 2.1, 1.93, 1.68, 1.4, 1.3, 1.2, 1.03]	[0.83, 5.26, 0.51, 0.26, 0.15, 0.07, 0.07, 0.12, 0.08, 0.03]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
62.97	72.27	71.3	0.13	[82.1, 77.27, 75.89, 73.26, 69.29, 68.27, 67.03, 65.41, 64.01, 62.97]	[nan, 82.56, 83.93, 83.06, 80.04, 78.01, 78.06, 75.79, 73.6, 72.27]	[82.33, 79.8, 81.03, 80.4, 77.67, 76.21, 76.31, 74.43, 72.5, 71.3]	[1.33, 0.61, 0.41, 0.36, 0.27, 0.19, 0.16, 0.12, 0.1, 0.13]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
83.47	1.53	10.43	0.09	[82.62, 83.17, 83.59, 83.27, 83.17, 83.21, 83.16, 83.51, 83.49, 83.47]	[nan, 15.32, 15.61, 15.05, 4.97, 7.25, 8.85, 3.02, 3.48, 1.53]	[82.88, 50.38, 39.48, 33.19, 21.75, 20.88, 20.3, 14.09, 13.28, 10.43]	[0.14, 0.3, 0.05, 0.49, 0.19, 0.25, 0.1, 0.04, 0.09, 0.09]	food101_cap_incft	food101	./data	cap_incft	64	50	0.5	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	1.0	-1	1.0	False	False	True	False	11	10	101	10	checkpoint/food101_cap_incft	[224, 224]
