base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
87.36	2.37	23.28	0.37	[93.18, 86.01, 87.9, 90.11, 87.52, 88.57, 88.64, 87.75, 86.01, 87.36]	[nan, 16.91, 9.01, 7.9, 5.39, 11.8, 16.64, 2.85, 2.23, 2.37]	[93.19, 70.98, 61.63, 45.0, 39.22, 39.34, 37.76, 26.66, 24.41, 23.28]	[0.61, 0.65, 0.33, 1.7, 0.71, 0.85, 1.31, 0.29, 0.58, 0.37]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
64.35	0.01	15.84	7.24	[93.25, 92.58, 92.51, 60.25, 60.18, 70.74, 66.53, 75.04, 55.93, 64.35]	[nan, 83.17, 61.46, 0.44, 5.06, 3.99, 8.44, 0.06, 0.01, 0.01]	[93.26, 90.82, 82.18, 27.44, 27.8, 27.97, 25.35, 21.08, 14.81, 15.84]	[0.24, 1.27, 2.05, 5.84, 17.57, 7.54, 8.23, 5.68, 7.48, 7.24]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
0.8	0.51	0.59	0.6	[93.14, 92.74, 92.58, 92.27, 85.29, 58.85, 32.13, 10.2, 0.64, 0.8]	[nan, 89.69, 81.97, 69.95, 47.73, 38.58, 14.65, 2.87, 1.4, 0.51]	[93.14, 92.28, 89.22, 80.29, 63.32, 45.87, 19.81, 4.91, 1.2, 0.59]	[0.67, 0.54, 0.86, 0.44, 22.1, 31.99, 10.68, 6.0, 0.56, 0.6]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
14.62	3.0	5.86	4.02	[92.62, 90.4, 90.44, 90.33, 86.01, 58.67, 41.4, 6.93, 7.26, 14.62]	[nan, 91.22, 85.14, 72.07, 54.99, 46.0, 15.57, 2.62, 3.59, 3.0]	[92.63, 90.55, 88.75, 80.53, 67.82, 50.57, 23.15, 3.8, 4.57, 5.86]	[1.61, 1.52, 1.83, 1.58, 15.59, 28.94, 16.25, 1.18, 3.35, 4.02]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
88.05	83.7	84.77	0.52	[93.07, 92.27, 91.89, 91.2, 89.15, 88.53, 88.57, 88.68, 88.06, 88.05]	[nan, 89.69, 81.21, 71.3, 74.82, 78.81, 83.44, 83.41, 83.84, 83.7]	[93.07, 91.78, 88.4, 80.51, 80.8, 82.36, 85.19, 84.92, 84.97, 84.77]	[0.83, 1.07, 1.43, 0.8, 0.07, 0.03, 0.23, 0.42, 0.36, 0.52]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
87.81	85.47	86.04	0.13	[93.09, 92.45, 92.2, 91.49, 89.73, 88.88, 88.64, 88.48, 87.95, 87.81]	[nan, 90.82, 83.38, 72.49, 75.97, 79.95, 84.68, 84.75, 85.38, 85.47]	[93.09, 92.15, 89.33, 81.17, 81.6, 83.18, 86.06, 85.81, 86.03, 86.04]	[0.28, 0.18, 0.42, 0.37, 0.15, 0.15, 0.13, 0.09, 0.13, 0.13]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
91.91	61.18	68.74	0.71	[93.52, 93.25, 92.67, 92.4, 91.89, 91.73, 91.93, 92.11, 91.27, 91.91]	[nan, 89.05, 77.31, 63.47, 62.8, 63.93, 70.56, 65.55, 64.09, 61.18]	[93.52, 92.23, 87.75, 76.62, 74.78, 73.92, 76.88, 72.93, 71.27, 68.74]	[1.06, 0.58, 0.39, 0.14, 0.53, 0.37, 0.14, 0.49, 0.61, 0.71]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
83.09	0.01	20.44	1.27	[92.76, 91.84, 91.22, 87.92, 61.27, 85.52, 80.37, 80.86, 81.71, 83.09]	[nan, 77.78, 64.81, 43.72, 2.0, 3.08, 8.94, 0.28, 0.31, 0.01]	[92.76, 88.85, 82.69, 63.73, 26.29, 32.68, 29.78, 22.87, 21.85, 20.44]	[1.12, 2.43, 3.05, 6.65, 4.29, 5.84, 10.07, 0.85, 0.8, 1.27]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
90.15	70.8	75.55	1.88	[92.4, 91.85, 91.62, 91.65, 91.04, 90.69, 90.89, 91.02, 90.04, 90.15]	[nan, 77.86, 70.88, 65.03, 66.5, 69.07, 74.3, 71.78, 71.24, 70.8]	[92.41, 88.87, 84.95, 77.19, 76.64, 76.87, 79.35, 77.13, 76.19, 75.55]	[1.12, 2.45, 3.77, 2.63, 2.87, 2.18, 1.8, 2.04, 1.99, 1.88]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
41.24	0.01	10.15	7.69	[93.07, 90.08, 47.55, 45.46, 37.41, 45.39, 47.62, 40.06, 32.42, 41.24]	[nan, 58.45, 0.0, 0.0, 0.0, 0.61, 0.08, 0.42, 0.0, 0.01]	[93.07, 83.38, 31.73, 20.45, 15.44, 16.68, 13.96, 11.55, 8.6, 10.15]	[1.39, 1.48, 13.49, 16.09, 16.12, 10.99, 7.69, 10.81, 9.8, 7.69]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
88.71	2.26	23.53	0.09	[93.96, 88.41, 88.19, 91.22, 90.17, 89.98, 90.93, 89.39, 87.92, 88.71]	[nan, 19.41, 6.16, 15.7, 5.48, 11.76, 17.16, 2.98, 2.82, 2.26]	[93.96, 73.3, 60.84, 49.75, 40.38, 39.81, 38.81, 27.2, 25.35, 23.53]	[1.65, 1.1, 0.79, 4.49, 0.65, 0.59, 2.37, 0.22, 0.3, 0.09]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
56.08	6.86	18.98	6.75	[93.09, 92.11, 92.05, 92.16, 89.01, 33.71, 41.29, 46.81, 70.57, 56.08]	[nan, 86.63, 77.9, 67.12, 54.98, 6.59, 17.18, 3.84, 5.05, 6.86]	[93.1, 91.03, 87.42, 78.65, 68.98, 16.33, 24.14, 15.82, 22.36, 18.98]	[1.93, 1.57, 3.35, 2.64, 7.22, 12.85, 8.34, 9.09, 1.35, 6.75]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
85.49	82.06	82.9	3.34	[93.58, 91.53, 90.8, 90.06, 86.92, 86.38, 86.45, 86.79, 85.58, 85.49]	[nan, 80.84, 75.45, 68.86, 72.46, 76.73, 81.77, 81.75, 82.2, 82.06]	[93.58, 89.25, 85.79, 78.55, 78.41, 80.23, 83.38, 83.16, 83.07, 82.9]	[0.65, 3.64, 4.83, 3.8, 2.89, 2.89, 2.83, 3.14, 3.05, 3.34]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
89.33	81.24	83.23	1.95	[93.23, 92.4, 92.25, 91.6, 89.84, 89.13, 89.26, 89.4, 89.2, 89.33]	[nan, 80.52, 74.69, 68.27, 72.06, 76.24, 81.18, 80.99, 81.36, 81.24]	[93.23, 90.28, 86.64, 79.09, 79.47, 80.93, 83.77, 83.41, 83.45, 83.23]	[0.5, 1.95, 3.05, 1.98, 1.32, 1.23, 1.51, 1.65, 1.73, 1.95]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
91.11	72.75	77.25	0.74	[93.0, 92.54, 92.51, 92.02, 91.06, 90.97, 91.06, 91.47, 90.55, 91.11]	[nan, 89.61, 82.11, 70.04, 71.31, 72.33, 76.59, 73.98, 73.4, 72.75]	[93.0, 91.97, 89.19, 80.16, 79.53, 79.07, 80.97, 78.83, 77.93, 77.25]	[1.6, 1.28, 1.15, 0.62, 0.43, 0.4, 0.35, 0.53, 0.66, 0.74]	caltech101_cap_incft	caltech101	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.01	100	15	8	2	3	LoRA	5	6	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	12	10	102	10	checkpoint/caltech101_cap_incft	[224, 224]
