base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
27.25	0.0	3.06	1.27	[96.56, 95.99, 46.72, 32.25, 39.13, 29.89, 24.75, 31.92, 27.25]	[nan, 76.23, 15.49, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0]	[96.95, 87.07, 26.03, 8.43, 7.99, 5.09, 3.58, 4.05, 3.06]	[0.31, 1.66, 4.58, 3.42, 0.72, 1.33, 0.77, 1.18, 1.27]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
89.34	13.46	21.98	0.48	[96.18, 95.38, 95.24, 91.94, 93.4, 95.61, 94.77, 95.0, 89.34]	[nan, 75.47, 50.38, 30.9, 22.95, 17.06, 12.09, 12.42, 13.46]	[96.62, 86.42, 65.51, 46.66, 37.34, 30.45, 24.11, 22.89, 21.98]	[0.31, 1.21, 0.87, 0.91, 0.06, 0.48, 0.16, 0.62, 0.48]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
95.57	0.0	10.72	0.07	[96.47, 95.66, 94.44, 96.14, 94.58, 95.1, 95.29, 96.84, 95.57]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[96.87, 48.29, 31.84, 24.71, 19.28, 16.22, 13.91, 12.29, 10.72]	[0.35, 0.08, 0.26, 0.13, 0.07, 0.13, 0.08, 0.01, 0.07]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
42.67	64.46	62.01	0.87	[96.08, 82.75, 74.31, 52.95, 51.11, 48.51, 43.8, 43.52, 42.67]	[nan, 93.98, 81.63, 80.07, 72.78, 67.93, 66.21, 66.59, 64.46]	[96.54, 88.53, 79.17, 73.15, 68.44, 64.67, 62.95, 63.67, 62.01]	[0.38, 3.27, 2.43, 2.03, 1.31, 1.36, 0.79, 1.08, 0.87]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
95.76	0.71	11.38	0.29	[96.28, 96.23, 96.23, 95.95, 96.09, 96.13, 95.8, 95.61, 95.76]	[nan, 12.0, 6.95, 0.28, 0.64, 2.96, 0.01, 3.23, 0.71]	[96.71, 55.2, 37.05, 24.9, 20.11, 18.86, 13.99, 14.95, 11.38]	[0.33, 0.98, 0.5, 0.39, 0.45, 0.27, 0.08, 0.25, 0.29]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
40.45	64.44	61.75	1.04	[96.75, 83.78, 76.33, 56.86, 52.9, 49.69, 42.43, 42.2, 40.45]	[nan, 94.07, 81.42, 80.05, 72.68, 67.89, 66.71, 66.33, 64.44]	[97.12, 89.6, 79.7, 74.32, 68.68, 64.88, 63.19, 63.3, 61.75]	[0.31, 1.55, 0.68, 0.88, 1.45, 0.97, 0.66, 0.76, 1.04]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
85.76	23.95	30.88	1.28	[96.61, 92.46, 92.46, 78.69, 86.89, 90.05, 87.32, 93.02, 85.76]	[nan, 91.68, 73.77, 62.18, 48.42, 40.32, 32.5, 29.82, 23.95]	[97.0, 92.58, 80.07, 66.78, 56.38, 48.98, 40.46, 37.8, 30.88]	[0.51, 1.23, 1.44, 1.18, 0.52, 1.0, 0.44, 0.93, 1.28]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
20.88	0.0	2.35	0.03	[95.81, 69.78, 25.74, 20.65, 20.32, 19.47, 19.38, 21.26, 20.88]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[96.29, 35.02, 8.67, 5.27, 4.16, 3.28, 2.81, 2.7, 2.35]	[0.06, 8.25, 2.23, 0.07, 0.04, 0.19, 0.16, 0.12, 0.03]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
90.81	12.49	21.28	0.08	[96.65, 95.85, 95.05, 91.28, 93.26, 95.8, 95.43, 95.76, 90.81]	[nan, 75.8, 50.72, 31.31, 22.57, 17.22, 12.74, 12.46, 12.49]	[97.04, 86.27, 65.67, 46.85, 37.04, 30.57, 24.74, 23.02, 21.28]	[0.12, 1.5, 0.76, 1.02, 0.46, 0.43, 1.07, 0.2, 0.08]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
6.65	1.59	2.16	0.11	[96.33, 93.59, 91.8, 61.76, 8.3, 23.95, 10.84, 16.08, 6.65]	[nan, 85.37, 73.07, 61.13, 18.01, 13.85, 8.91, 6.09, 1.59]	[96.75, 90.18, 79.39, 61.72, 16.05, 15.64, 9.16, 7.36, 2.16]	[0.45, 2.04, 2.01, 4.42, 4.51, 3.17, 3.18, 3.45, 0.11]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	1	1.0	0.1	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
15.28	3.42	4.75	2.14	[96.04, 87.03, 86.09, 40.74, 4.38, 27.06, 0.52, 1.89, 15.28]	[nan, 91.11, 73.07, 32.29, 11.88, 3.18, 6.37, 4.38, 3.42]	[96.5, 89.22, 77.46, 34.86, 10.36, 7.31, 5.49, 4.06, 4.75]	[0.2, 3.1, 1.57, 16.31, 3.33, 1.23, 3.31, 2.52, 2.14]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
43.52	59.9	58.06	1.13	[96.65, 73.74, 66.19, 47.52, 47.57, 46.11, 41.63, 43.57, 43.52]	[nan, 95.98, 82.66, 80.1, 72.65, 65.82, 63.99, 64.62, 59.9]	[97.04, 85.22, 77.12, 71.89, 67.58, 62.54, 60.73, 61.97, 58.06]	[0.38, 3.35, 1.48, 1.53, 1.44, 1.58, 1.34, 1.46, 1.13]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
21.59	0.0	2.42	0.38	[95.85, 95.1, 49.83, 37.53, 58.46, 26.73, 20.27, 32.44, 21.59]	[nan, 77.33, 19.38, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]	[96.33, 86.62, 29.65, 9.78, 11.95, 4.54, 2.92, 4.11, 2.42]	[0.79, 1.09, 4.97, 3.01, 2.23, 1.2, 0.16, 1.64, 0.38]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
41.25	63.93	61.38	0.89	[96.04, 75.25, 70.11, 53.18, 49.41, 46.91, 42.53, 42.39, 41.25]	[nan, 93.88, 82.42, 79.59, 72.82, 67.54, 66.31, 65.99, 63.93]	[96.5, 84.42, 78.28, 72.97, 68.12, 64.14, 62.9, 63.03, 61.38]	[0.44, 4.63, 3.15, 1.69, 0.5, 0.93, 0.94, 0.81, 0.89]	resisc45_cap_incft	resisc45	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.01	100	15	8	2	3	LoRA	5	3	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	0	0.1	-1	1.0	False	False	True	False	5	5	45	9	checkpoint/resisc45_cap_incft	[224, 224]
