base_last	incremental_last	all_last	all_std_last	base	incremental	all	all_std	exp_name	dataset	dataroot	result_key	batch_size_base	epochs_base	lr_base	schedule	milestones	step	decay	momentum	ce_loss_factor	moco_dim	moco_k	moco_m	moco_t	moco_loss_factor	num_views	hf_model_checkpoint	encoder	num_mlp	shot	fsl_setup	incft	incft_layers	epochs_incremental	consistency_loss_factor	test_batch_size	eval_freq	num_workers	seed	num_seeds	pet_cls	rank	encoder_ft_start_layer	adapt_blocks	encoder_ft_start_epoch	encoder_lr_factor	limited_base_class	limited_base_samples	pet_on_teacher	update_base_classifier_with_prototypes	start_training_with_prototypes	add_bias_in_classifier	base_class	way	num_classes	sessions	save_path	size_crops
2.47	0.0	0.28	0.0	[89.7, 33.1, 2.53, 2.5, 2.53, 2.08, 2.33, 2.45, 2.47]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[89.7, 16.55, 0.84, 0.62, 0.51, 0.35, 0.34, 0.3, 0.28]	[0.29, 10.76, 0.02, 0.0, 0.01, 0.05, 0.03, 0.01, 0.0]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
89.42	11.17	19.86	4.64	[89.73, 89.6, 89.22, 89.32, 89.08, 89.22, 89.3, 89.25, 89.42]	[nan, 42.03, 26.74, 20.37, 17.92, 15.03, 13.45, 11.95, 11.17]	[89.73, 65.81, 47.57, 37.61, 32.15, 27.4, 24.28, 21.61, 19.86]	[0.18, 7.11, 7.35, 6.47, 5.28, 5.04, 4.52, 4.64, 4.64]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	5	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
57.98	66.31	65.38	0.75	[89.72, 83.12, 76.62, 73.15, 70.8, 68.25, 66.87, 61.45, 57.98]	[nan, 85.57, 80.79, 76.54, 73.34, 70.89, 68.73, 67.03, 66.31]	[89.72, 84.34, 79.4, 75.69, 72.83, 70.45, 68.46, 66.33, 65.38]	[0.12, 0.86, 0.76, 0.68, 0.69, 0.72, 0.73, 0.8, 0.75]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
63.8	64.87	64.75	0.38	[89.73, 83.72, 78.23, 75.43, 73.93, 72.18, 71.58, 66.92, 63.8]	[nan, 85.03, 79.88, 75.77, 72.36, 69.76, 67.48, 65.74, 64.87]	[89.73, 84.37, 79.33, 75.69, 72.67, 70.16, 68.06, 65.89, 64.75]	[0.18, 0.78, 0.68, 0.56, 0.45, 0.34, 0.29, 0.41, 0.38]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
60.3	66.49	65.8	0.22	[89.77, 83.52, 77.78, 74.8, 72.13, 69.75, 68.73, 63.97, 60.3]	[nan, 85.58, 80.61, 76.54, 73.41, 70.98, 68.81, 67.15, 66.49]	[89.77, 84.55, 79.67, 76.11, 73.15, 70.77, 68.79, 66.76, 65.8]	[0.34, 0.61, 0.51, 0.16, 0.24, 0.29, 0.29, 0.3, 0.22]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
2.32	0.0	0.26	0.03	[89.73, 84.8, 62.37, 8.78, 3.82, 12.62, 1.62, 4.02, 2.32]	[nan, 82.63, 41.78, 0.05, 0.0, 0.17, 0.36, 0.0, 0.0]	[89.73, 83.71, 48.64, 2.23, 0.76, 2.25, 0.54, 0.5, 0.26]	[0.34, 0.75, 17.84, 1.07, 0.28, 1.63, 0.19, 0.1, 0.03]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
59.95	66.52	65.79	0.18	[89.52, 83.75, 77.68, 74.3, 72.03, 70.12, 68.78, 63.63, 59.95]	[nan, 85.52, 80.74, 76.49, 73.41, 70.97, 68.79, 67.21, 66.52]	[89.52, 84.63, 79.72, 75.94, 73.14, 70.83, 68.78, 66.76, 65.79]	[0.17, 0.13, 0.15, 0.14, 0.11, 0.08, 0.12, 0.18, 0.18]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
61.8	65.41	65.01	0.21	[89.8, 82.68, 76.88, 74.2, 72.6, 70.48, 70.02, 65.33, 61.8]	[nan, 85.6, 80.43, 76.2, 73.02, 70.49, 68.02, 66.3, 65.41]	[89.8, 84.14, 79.25, 75.69, 72.94, 70.49, 68.3, 66.17, 65.01]	[0.28, 0.39, 0.3, 0.37, 0.19, 0.22, 0.31, 0.22, 0.21]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	1	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
2.45	0.02	0.29	0.01	[89.55, 61.1, 53.98, 2.27, 2.35, 2.4, 2.53, 2.52, 2.45]	[nan, 6.97, 1.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02]	[89.55, 34.03, 18.69, 0.57, 0.47, 0.4, 0.36, 0.31, 0.29]	[0.08, 22.35, 12.94, 0.09, 0.04, 0.03, 0.0, 0.05, 0.01]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
2.6	0.0	0.29	0.02	[89.75, 85.6, 3.23, 2.47, 2.1, 2.35, 2.6, 2.42, 2.6]	[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[89.75, 42.8, 1.08, 0.61, 0.42, 0.39, 0.37, 0.3, 0.29]	[0.22, 0.04, 0.18, 0.07, 0.07, 0.02, 0.01, 0.01, 0.02]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
64.38	66.08	65.89	0.05	[89.58, 85.12, 80.05, 76.97, 74.82, 73.08, 71.95, 68.12, 64.38]	[nan, 84.73, 79.72, 75.76, 72.79, 70.45, 68.39, 66.76, 66.08]	[89.58, 84.92, 79.83, 76.06, 73.2, 70.89, 68.9, 66.92, 65.89]	[0.14, 0.04, 0.05, 0.04, 0.07, 0.06, 0.07, 0.09, 0.05]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	0	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
1.1	0.24	0.34	0.07	[89.88, 85.58, 68.97, 17.0, 14.48, 5.53, 2.17, 1.88, 1.1]	[nan, 82.9, 56.55, 1.83, 0.0, 0.01, 0.14, 0.12, 0.24]	[89.88, 84.24, 60.69, 5.62, 2.9, 0.93, 0.43, 0.34, 0.34]	[0.23, 0.69, 24.27, 4.01, 1.67, 0.43, 0.1, 0.04, 0.07]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	1.0	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier+pet	5	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
79.93	44.11	48.09	4.02	[89.65, 85.6, 83.82, 84.03, 84.25, 83.3, 83.85, 80.63, 79.93]	[nan, 82.95, 73.74, 64.89, 58.6, 53.26, 48.98, 46.26, 44.11]	[89.65, 84.27, 77.1, 69.68, 63.73, 58.26, 53.96, 50.56, 48.09]	[0.11, 0.42, 2.02, 2.92, 3.33, 3.69, 3.88, 3.84, 4.02]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.01	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
88.2	4.16	13.5	3.07	[89.63, 89.38, 89.1, 88.87, 88.92, 88.72, 88.78, 88.83, 88.2]	[nan, 13.23, 9.3, 6.77, 6.21, 6.25, 5.66, 4.96, 4.16]	[89.63, 51.31, 35.9, 27.29, 22.75, 19.99, 17.54, 15.44, 13.5]	[0.25, 5.76, 5.32, 3.94, 3.91, 3.12, 2.88, 3.07, 3.07]	sun397_cap_incft	sun397	./data	cap_incft	64	50	0.1	Cosine	[60, 70]	40	0.0005	0.9	1.0	128	65536	0.999	0.07	1.0	2	0.5	google/vit-base-patch16-224-in21k	vit-b16	0	10	FSCIT	True	classifier	10	1.0	0.1	100	15	8	2	3	LoRA	5	11	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	10	0.01	-1	1.0	False	False	True	False	40	40	397	9	checkpoint/sun397_cap_incft	[224, 224]
